Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_PC3
619,DSPC,1,1,6.12,0,8,36,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,10.98329109,2.0
620,DSPC,1,1,6.12,0,8,36,0,213.7666667,0.231666667,-1.543333333,8,0.99009901,60,0.99009901,21.96658218,2.0
621,DSPC,1,1,6.12,0,8,36,0,176.4333333,0.280666667,-0.458,12,0.99009901,60,0.99009901,32.94987327,2.079
622,DSPC,1,1,6.12,0,8,36,0,180.8666667,0.208333333,-3.533333333,4,0.99009901,80,0.99009901,8.9454,2.0
623,DSPC,1,1,6.12,0,8,36,0,171.9333333,0.230666667,-2.693333333,8,0.99009901,80,0.99009901,17.8908,2.0
624,DSPC,1,1,6.12,0,8,36,0,192.2,0.185333333,-1.073,12,0.99009901,80,0.99009901,26.8362,3.332
625,DSPC,1,1,6.12,0,8,36,0,391.5666667,0.541,-4.583333333,4,0.99009901,20,1.960784314,27.30366034,2.0
626,DSPC,1,1,6.12,0,8,36,0,258.8333333,0.707,-2.473333333,8,0.99009901,20,1.960784314,54.60732068,2.0
627,DSPC,1,1,6.12,0,8,36,0,237.1333333,0.195333333,-0.988333333,12,0.99009901,20,1.960784314,81.91098101,2.0
628,DSPC,1,1,6.12,0,8,36,0,194.0333333,0.253,-0.591633333,4,0.99009901,40,1.960784314,15.0763138,2.0
629,DSPC,1,1,6.12,0,8,36,0,170.3,0.291333333,-1.048,8,0.99009901,40,1.960784314,30.15262761,2.0
630,DSPC,1,1,6.12,0,8,36,0,198.4,0.239666667,1.671666667,12,0.99009901,40,1.960784314,45.22894141,2.0
631,DSPC,1,1,6.12,0,8,36,0,174.6333333,0.245333333,0.497666667,4,0.99009901,60,1.960784314,11.00053162,2.0
632,DSPC,1,1,6.12,0,8,36,0,223.9666667,0.187,1.216666667,8,0.99009901,60,1.960784314,22.00106325,2.303
633,DSPC,1,1,6.12,0,8,36,0,202.3,0.240333333,-0.367833333,12,0.99009901,60,1.960784314,33.00159487,4.522
634,DSPC,1,1,6.12,0,8,36,0,233.2666667,0.174,-2.813333333,4,0.99009901,80,1.960784314,8.962640536,2.0
635,DSPC,1,1,6.12,0,8,36,0,167.0333333,0.204,0.119166667,8,0.99009901,80,1.960784314,17.92528107,3.332
636,DSPC,1,1,6.12,0,8,36,0,190.2333333,0.240666667,-1.521333333,12,0.99009901,80,1.960784314,26.88792161,2.639
637,DSPC,1,1,6.12,0,8,36,0,264.9,0.459,-3.486666667,4,0.99009901,20,9.090909091,27.43029991,2.303
638,DSPC,1,1,6.12,0,8,36,0,216.4,0.234333333,1.181,8,0.99009901,20,9.090909091,54.86059982,2.303
639,DSPC,1,1,6.12,0,8,36,0,314.3333333,0.333,-1.583333333,12,0.99009901,20,9.090909091,82.29089973,2.0
640,DSPC,1,1,6.12,0,8,36,0,207.4,0.21,-1.696666667,4,0.99009901,40,9.090909091,15.20295338,2.0
641,DSPC,1,1,6.12,0,8,36,0,180.6333333,0.302666667,1.110333333,8,0.99009901,40,9.090909091,30.40590675,2.0
642,DSPC,1,1,6.12,0,8,36,0,212.9666667,0.360333333,-0.2816,12,0.99009901,40,9.090909091,45.60886013,2.0
643,DSPC,1,1,6.12,0,8,36,0,253.3,0.169,-0.997666667,4,0.99009901,60,9.090909091,11.1271712,2.0
644,DSPC,1,1,6.12,0,8,36,0,170.7666667,0.234666667,1.956666667,8,0.99009901,60,9.090909091,22.25434239,2.0
645,DSPC,1,1,6.12,0,8,36,0,158.8333333,0.296333333,0.975666667,12,0.99009901,60,9.090909091,33.38151359,2.0
646,DSPC,1,1,6.12,0,8,36,0,188.7333333,0.239666667,-4.646666667,4,0.99009901,80,9.090909091,9.089280108,2.0
647,DSPC,1,1,6.12,0,8,36,0,206.5333333,0.225333333,-1.383,8,0.99009901,80,9.090909091,18.17856022,2.0
648,DSPC,1,1,6.12,0,8,36,0,182.9,0.292,0.969,12,0.99009901,80,9.090909091,27.26784032,2.0
649,DSPC,1,1,6.12,0,8,36,0,394.3,0.600333333,-7.95,4,0.99009901,20,50.0,28.15689446,2.0
650,DSPC,1,1,6.12,0,8,36,0,254.7,0.583333333,-4.996666667,8,0.99009901,20,50.0,56.31378891,2.0
651,DSPC,1,1,6.12,0,8,36,0,308.6333333,0.453,1.496666667,12,0.99009901,20,50.0,84.47068337,2.0
652,DSPC,1,1,6.12,0,8,36,0,431.1,0.499333333,-12.68333333,4,0.99009901,40,50.0,15.92954792,2.0
653,DSPC,1,1,6.12,0,8,36,0,161.8333333,0.314666667,-0.225866667,8,0.99009901,40,50.0,31.85909584,2.0
654,DSPC,1,1,6.12,0,8,36,0,234.1666667,0.19,1.199666667,12,0.99009901,40,50.0,47.78864376,2.0
655,DSPC,1,1,6.12,0,8,36,0,227.1333333,0.237666667,1.106666667,4,0.99009901,60,50.0,11.85376574,2.0
656,DSPC,1,1,6.12,0,8,36,0,191.0333333,0.258,1.159666667,8,0.99009901,60,50.0,23.70753149,2.197
657,DSPC,1,1,6.12,0,8,36,0,173.0666667,0.277666667,0.740633333,12,0.99009901,60,50.0,35.56129723,2.0
658,DSPC,1,1,6.12,0,8,36,0,385.4666667,0.314,-5.563333333,4,0.99009901,80,50.0,9.815874653,2.0
659,DSPC,1,1,6.12,0,8,36,0,235.9666667,0.202666667,-1.49,8,0.99009901,80,50.0,19.63174931,2.197
660,DSPC,1,1,6.12,0,8,36,0,221.4,0.292,-0.068,12,0.99009901,80,50.0,29.44762396,2.303
661,DSPC,1,1,6.12,0,8,36,0,429.7333333,0.863666667,-4.106666667,4,9.090909091,20,0.497512438,35.49518187,2.0
662,DSPC,1,1,6.12,0,8,36,0,164.9,0.532666667,-4.78,8,9.090909091,20,0.497512438,70.99036375,2.0
663,DSPC,1,1,6.12,0,8,36,0,204.7333333,0.528,-3.8,12,9.090909091,20,0.497512438,106.4855456,2.0
664,DSPC,1,1,6.12,0,8,36,0,151.1,0.245666667,-8.67,4,9.090909091,40,0.497512438,18.13189096,2.0
665,DSPC,1,1,6.12,0,8,36,0,219.6333333,0.576,-3.373333333,8,9.090909091,40,0.497512438,36.26378193,2.0
666,DSPC,1,1,6.12,0,8,36,0,145.9333333,0.341666667,-1.295666667,12,9.090909091,40,0.497512438,54.39567289,2.0
667,DSPC,1,1,6.12,0,8,36,0,127.0666667,0.191,-0.760666667,4,9.090909091,60,0.497512438,12.34412733,2.0
668,DSPC,1,1,6.12,0,8,36,0,127.8,0.215333333,0.013,8,9.090909091,60,0.497512438,24.68825465,2.0
669,DSPC,1,1,6.12,0,8,36,0,82.80666667,0.227333333,-1.82,12,9.090909091,60,0.497512438,37.03238198,2.485
670,DSPC,1,1,6.12,0,8,36,0,104.6,0.148,-4.656666667,4,9.090909091,80,0.497512438,9.450245509,2.0
671,DSPC,1,1,6.12,0,8,36,0,101.8666667,0.164,-2.406666667,8,9.090909091,80,0.497512438,18.90049102,2.0
672,DSPC,1,1,6.12,0,8,36,0,92.93333333,0.211333333,-2.843333333,12,9.090909091,80,0.497512438,28.35073653,2.0
673,DSPC,1,1,6.12,0,8,36,0,100.2433333,0.198,-9.143333333,4,9.090909091,20,0.99009901,35.5039308,2.0
674,DSPC,1,1,6.12,0,8,36,0,142.6,0.251333333,-2.086666667,8,9.090909091,20,0.99009901,71.0078616,2.0
675,DSPC,1,1,6.12,0,8,36,0,656.7666667,0.614,-2.69,12,9.090909091,20,0.99009901,106.5117924,2.0
676,DSPC,1,1,6.12,0,8,36,0,156.8,0.255,-9.543333333,4,9.090909091,40,0.99009901,18.14063989,2.0
677,DSPC,1,1,6.12,0,8,36,0,122.3333333,0.273,-1.101,8,9.090909091,40,0.99009901,36.28127978,2.0
678,DSPC,1,1,6.12,0,8,36,0,146.9333333,0.334333333,-0.806,12,9.090909091,40,0.99009901,54.42191968,2.0
679,DSPC,1,1,6.12,0,8,36,0,119.6333333,0.184,-0.956333333,4,9.090909091,60,0.99009901,12.35287626,2.0
680,DSPC,1,1,6.12,0,8,36,0,138.6333333,0.232666667,-1.070666667,8,9.090909091,60,0.99009901,24.70575251,2.0
681,DSPC,1,1,6.12,0,8,36,0,92.68333333,0.249333333,-1.873333333,12,9.090909091,60,0.99009901,37.05862877,2.303
682,DSPC,1,1,6.12,0,8,36,0,107.7666667,0.171333333,-7.5,4,9.090909091,80,0.99009901,9.458994437,2.0
683,DSPC,1,1,6.12,0,8,36,0,96.23333333,0.183,-3.133333333,8,9.090909091,80,0.99009901,18.91798887,2.0
684,DSPC,1,1,6.12,0,8,36,0,112.1666667,0.211333333,-1.543333333,12,9.090909091,80,0.99009901,28.37698331,2.079
685,DSPC,1,1,6.12,0,8,36,0,131.9333333,0.382,-8.303333333,4,9.090909091,20,1.960784314,35.52117134,2.0
686,DSPC,1,1,6.12,0,8,36,0,130.2,0.408333333,-1.67,8,9.090909091,20,1.960784314,71.04234267,2.0
687,DSPC,1,1,6.12,0,8,36,0,611.0333333,0.368666667,-4.006666667,12,9.090909091,20,1.960784314,106.563514,2.0
688,DSPC,1,1,6.12,0,8,36,0,149.6666667,0.191666667,-5.433333333,4,9.090909091,40,1.960784314,18.15788043,2.0
689,DSPC,1,1,6.12,0,8,36,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,36.31576086,2.0
690,DSPC,1,1,6.12,0,8,36,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,54.47364128,2.0
691,DSPC,1,1,6.12,0,8,36,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,12.37011679,2.0
692,DSPC,1,1,6.12,0,8,36,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,24.74023358,2.303
693,DSPC,1,1,6.12,0,8,36,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,37.11035037,2.833
694,DSPC,1,1,6.12,0,8,36,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,9.476234973,2.0
695,DSPC,1,1,6.12,0,8,36,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,18.95246995,2.0
696,DSPC,1,1,6.12,0,8,36,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,28.42870492,2.0
697,DSPC,1,1,6.12,0,8,36,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,35.64781091,2.0
698,DSPC,1,1,6.12,0,8,36,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,71.29562182,2.0
699,DSPC,1,1,6.12,0,8,36,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,106.9434327,2.0
700,DSPC,1,1,6.12,0,8,36,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,18.28452,2.0
701,DSPC,1,1,6.12,0,8,36,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,36.56904,2.0
702,DSPC,1,1,6.12,0,8,36,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,54.85356,2.0
703,DSPC,1,1,6.12,0,8,36,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,12.49675636,2.0
704,DSPC,1,1,6.12,0,8,36,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,24.99351273,2.0
705,DSPC,1,1,6.12,0,8,36,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,37.49026909,2.565
706,DSPC,1,1,6.12,0,8,36,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,9.602874545,2.0
707,DSPC,1,1,6.12,0,8,36,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,19.20574909,2.0
708,DSPC,1,1,6.12,0,8,36,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,28.80862364,2.0
709,DSPC,1,1,6.12,0,8,36,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,36.37440545,2.0
710,DSPC,1,1,6.12,0,8,36,0,156.3,0.287,-9.796666667,8,9.090909091,20,50.0,72.74881091,2.0
711,DSPC,1,1,6.12,0,8,36,0,139.8,0.211666667,-6.03,12,9.090909091,20,50.0,109.1232164,2.0
712,DSPC,1,1,6.12,0,8,36,0,144.2333333,0.199666667,-7.93,4,9.090909091,40,50.0,19.01111455,2.0
713,DSPC,1,1,6.12,0,8,36,0,131.1,0.226666667,-1.069666667,8,9.090909091,40,50.0,38.02222909,2.0
714,DSPC,1,1,6.12,0,8,36,0,150.6666667,0.35,-1.002,12,9.090909091,40,50.0,57.03334364,2.0
715,DSPC,1,1,6.12,0,8,36,0,151.8666667,0.188666667,-6.88,4,9.090909091,60,50.0,13.22335091,3.584
716,DSPC,1,1,6.12,0,8,36,0,143.0666667,0.263,-0.741333333,8,9.090909091,60,50.0,26.44670182,2.0
717,DSPC,1,1,6.12,0,8,36,0,122.1,0.250333333,-1.561,12,9.090909091,60,50.0,39.67005273,2.0
718,DSPC,1,1,6.12,0,8,36,0,149.8,0.23,-13.63333333,4,9.090909091,80,50.0,10.32946909,2.0
719,DSPC,1,1,6.12,0,8,36,0,152.3333333,0.243666667,-3.446666667,8,9.090909091,80,50.0,20.65893818,2.0
720,DSPC,1,1,6.12,0,8,36,0,156.8,0.304,-1.356666667,12,9.090909091,80,50.0,30.98840727,2.398
721,14PA,0,1,11.8502,2,8,28,0,215.1166667,0.3285,-5.068333333,4,0.199600798,20,0.497512438,26.5963256,2.079
722,14PA,0,1,11.8502,2,8,28,0,161.0666667,0.316166667,-4.021666667,8,0.199600798,20,0.497512438,53.19265121,4.575
723,14PA,0,1,11.8502,2,8,28,0,155.4833333,0.409,-2.968333333,12,0.199600798,20,0.497512438,79.78897681,2.773
724,14PA,0,1,11.8502,2,8,28,0,197.0333333,0.214666667,-3.041666667,4,0.199600798,40,0.497512438,14.8115271,2.0
725,14PA,0,1,11.8502,2,8,28,0,176.2666667,0.228,-1.898333333,8,0.199600798,40,0.497512438,29.6230542,2.0
726,14PA,0,1,11.8502,2,8,28,0,180.2333333,0.337,-3.103333333,12,0.199600798,40,0.497512438,44.43458131,2.0
727,14PA,0,1,11.8502,2,8,28,0,182.5,0.208,-1.049666667,4,0.199600798,60,0.497512438,10.88326093,2.0
728,14PA,0,1,11.8502,2,8,28,0,255.3333333,0.322666667,-1.217666667,8,0.199600798,60,0.497512438,21.76652187,2.0
729,14PA,0,1,11.8502,2,8,28,0,154.7333333,0.23,2.996666667,12,0.199600798,60,0.497512438,32.6497828,2.0
730,14PA,0,1,11.8502,2,8,28,0,200.9666667,0.274333333,-6.603333333,4,0.199600798,80,0.497512438,8.91912785,2.0
731,14PA,0,1,11.8502,2,8,28,0,172.4333333,0.257666667,0.623,8,0.199600798,80,0.497512438,17.8382557,2.0
732,14PA,0,1,11.8502,2,8,28,0,200.2333333,0.246,0.325333333,12,0.199600798,80,0.497512438,26.75738355,2.0
733,14PA,0,1,11.8502,2,8,28,0,200.4,0.323666667,-4.816666667,4,0.199600798,20,0.99009901,26.72570295,2.0
734,14PA,0,1,11.8502,2,8,28,0,207.5166667,0.543333333,-3.873333333,8,0.199600798,20,0.99009901,53.45140589,2.0
735,14PA,0,1,11.8502,2,8,28,0,307.6333333,0.151333333,-3.5,12,0.199600798,20,0.99009901,80.17710884,2.996
736,14PA,0,1,11.8502,2,8,28,0,197.9,0.2495,-2.638333333,4,0.199600798,40,0.99009901,14.8822736,2.0
737,14PA,0,1,11.8502,2,8,28,0,190.1333333,0.249333333,0.246333333,8,0.199600798,40,0.99009901,29.76454721,2.0
738,14PA,0,1,11.8502,2,8,28,0,179.7666667,0.306333333,-3.133333333,12,0.199600798,40,0.99009901,44.64682081,2.0
739,14PA,0,1,11.8502,2,8,28,0,231.2,0.212666667,-9.153333333,4,0.199600798,60,0.99009901,10.93446382,2.0
740,14PA,0,1,11.8502,2,8,28,0,214.3333333,0.271666667,-0.320666667,8,0.199600798,60,0.99009901,21.86892765,2.0
741,14PA,0,1,11.8502,2,8,28,0,169.7,0.245666667,2.133333333,12,0.199600798,60,0.99009901,32.80339147,2.0
742,14PA,0,1,11.8502,2,8,28,0,210.8333333,0.223666667,-9.556666667,4,0.199600798,80,0.99009901,8.960558934,2.0
743,14PA,0,1,11.8502,2,8,28,0,201.4666667,0.236,0.087033333,8,0.199600798,80,0.99009901,17.92111787,2.0
744,14PA,0,1,11.8502,2,8,28,0,162.3333333,0.244666667,3.74,12,0.199600798,80,0.99009901,26.8816768,2.0
745,14PA,0,1,11.8502,2,8,28,0,213.1333333,0.346166667,-4.85,4,0.199600798,20,1.960784314,26.98445763,2.0
746,14PA,0,1,11.8502,2,8,28,0,209.5833333,0.408333333,-2.693333333,8,0.199600798,20,1.960784314,53.96891526,2.0
747,14PA,0,1,11.8502,2,8,28,0,186.8666667,0.411166667,-2.901666667,12,0.199600798,20,1.960784314,80.95337289,2.0
748,14PA,0,1,11.8502,2,8,28,0,180.9,0.212666667,-1.799333333,4,0.199600798,40,1.960784314,15.02376661,3.555
749,14PA,0,1,11.8502,2,8,28,0,219.7,0.262,-0.851333333,8,0.199600798,40,1.960784314,30.04753322,2.0
750,14PA,0,1,11.8502,2,8,28,0,193.5666667,0.322333333,-1.121333333,12,0.199600798,40,1.960784314,45.07129983,2.0
751,14PA,0,1,11.8502,2,8,28,0,298.8333333,0.357,-2.73,4,0.199600798,60,1.960784314,11.0368696,2.0
752,14PA,0,1,11.8502,2,8,28,0,180.7,0.229,1.443333333,8,0.199600798,60,1.960784314,22.07373921,2.0
753,14PA,0,1,11.8502,2,8,28,0,165.1666667,0.326,0.187266667,12,0.199600798,60,1.960784314,33.11060881,2.0
754,14PA,0,1,11.8502,2,8,28,0,223.7,0.255333333,-5.206666667,4,0.199600798,80,1.960784314,9.043421102,2.0
755,14PA,0,1,11.8502,2,8,28,0,197.4666667,0.243333333,0.386,8,0.199600798,80,1.960784314,18.0868422,2.0
756,14PA,0,1,11.8502,2,8,28,0,176.4,0.296666667,0.998,12,0.199600798,80,1.960784314,27.13026331,2.0
757,14PA,0,1,11.8502,2,8,28,0,170.7333333,0.256333333,-3.636666667,4,0.199600798,20,9.090909091,29.05449509,4.025
758,14PA,0,1,11.8502,2,8,28,0,174.4,0.289,-2.656666667,8,0.199600798,20,9.090909091,58.10899018,4.248
759,14PA,0,1,11.8502,2,8,28,0,245.4333333,0.322833333,-1.633,12,0.199600798,20,9.090909091,87.16348527,2.565
760,14PA,0,1,11.8502,2,8,28,0,201.5166667,0.258,-1.138333333,4,0.199600798,40,9.090909091,16.15571066,2.0
761,14PA,0,1,11.8502,2,8,28,0,158.9333333,0.270333333,-0.238,8,0.199600798,40,9.090909091,32.31142132,2.0
762,14PA,0,1,11.8502,2,8,28,0,203.6333333,0.252,-0.738666667,12,0.199600798,40,9.090909091,48.46713198,2.398
763,14PA,0,1,11.8502,2,8,28,0,209.3333333,0.170666667,-3.896666667,4,0.199600798,60,9.090909091,11.85611585,2.0
764,14PA,0,1,11.8502,2,8,28,0,223.4666667,0.241666667,-0.527,8,0.199600798,60,9.090909091,23.7122317,2.0
765,14PA,0,1,11.8502,2,8,28,0,185.9666667,0.238,-0.284666667,12,0.199600798,60,9.090909091,35.56834754,2.565
766,14PA,0,1,11.8502,2,8,28,0,230.6,0.265666667,-1.926666667,4,0.199600798,80,9.090909091,9.706318443,2.0
767,14PA,0,1,11.8502,2,8,28,0,208.0666667,0.248333333,-0.139,8,0.199600798,80,9.090909091,19.41263689,2.0
768,14PA,0,1,11.8502,2,8,28,0,188.6333333,0.284666667,-0.031,12,0.199600798,80,9.090909091,29.11895533,2.0
769,14PA,0,1,11.8502,2,8,28,0,337.1666667,0.21,-11.87166667,4,0.199600798,20,50.0,52.34241653,2.079
770,14PA,0,1,11.8502,2,8,28,0,247.8666667,0.220833333,-8.006666667,8,0.199600798,20,50.0,104.6848331,2.0
771,14PA,0,1,11.8502,2,8,28,0,208.5333333,0.273666667,-8.283333333,12,0.199600798,20,50.0,157.0272496,2.0
772,14PA,0,1,11.8502,2,8,28,0,239.25,0.211166667,-15.03333333,4,0.199600798,40,50.0,28.8900812,2.0
773,14PA,0,1,11.8502,2,8,28,0,323.1666667,0.111333333,-7.436666667,8,0.199600798,40,50.0,57.7801624,5.455
774,14PA,0,1,11.8502,2,8,28,0,255.3,0.203333333,-8.44,12,0.199600798,40,50.0,86.67024359,2.639
775,14PA,0,1,11.8502,2,8,28,0,501.3333333,0.13,-15.4,4,0.199600798,60,50.0,21.07263609,2.0
776,14PA,0,1,11.8502,2,8,28,0,231.3666667,0.207666667,-3.776666667,8,0.199600798,60,50.0,42.14527218,2.0
777,14PA,0,1,11.8502,2,8,28,0,229.3333333,0.148666667,-5.566666667,12,0.199600798,60,50.0,63.21790826,2.0
778,14PA,0,1,11.8502,2,8,28,0,232.4333333,0.112333333,-6.826666667,4,0.199600798,80,50.0,17.16391353,2.0
779,14PA,0,1,11.8502,2,8,28,0,341.5666667,0.096333333,-13.4,8,0.199600798,80,50.0,34.32782707,2.0
780,14PA,0,1,11.8502,2,8,28,0,278.9666667,0.099666667,-4.993333333,12,0.199600798,80,50.0,51.4917406,2.0
781,14PA,0,1,11.8502,2,8,28,0,198.6,0.339666667,-4.593333333,4,0.99009901,20,0.497512438,27.40222123,2.0
782,14PA,0,1,11.8502,2,8,28,0,144.3666667,0.263666667,-3.04,8,0.99009901,20,0.497512438,54.80444246,2.197
783,14PA,0,1,11.8502,2,8,28,0,164.5666667,0.468666667,-1.816666667,12,0.99009901,20,0.497512438,82.20666368,2.079
784,14PA,0,1,11.8502,2,8,28,0,162.7333333,0.169666667,-13.76666667,4,0.99009901,40,0.497512438,15.11373796,2.0
785,14PA,0,1,11.8502,2,8,28,0,145.8,0.22,-3.333333333,8,0.99009901,40,0.497512438,30.22747592,2.639
786,14PA,0,1,11.8502,2,8,28,0,139.0666667,0.236333333,-2.323333333,12,0.99009901,40,0.497512438,45.34121388,2.0
787,14PA,0,1,11.8502,2,8,28,0,151.2,0.2,-4.963333333,4,0.99009901,60,0.497512438,11.01757687,2.0
788,14PA,0,1,11.8502,2,8,28,0,123.4666667,0.224,-2.55,8,0.99009901,60,0.497512438,22.03515374,2.303
789,14PA,0,1,11.8502,2,8,28,0,114.8,0.250333333,-1.646666667,12,0.99009901,60,0.497512438,33.05273061,2.0
790,14PA,0,1,11.8502,2,8,28,0,168.1,0.237,-6.486666667,4,0.99009901,80,0.497512438,8.969496327,2.0
791,14PA,0,1,11.8502,2,8,28,0,147.2333333,0.233666667,-3.843333333,8,0.99009901,80,0.497512438,17.93899265,2.0
792,14PA,0,1,11.8502,2,8,28,0,150.2,0.243666667,-4.066666667,12,0.99009901,80,0.497512438,26.90848898,2.0
793,14PA,0,1,11.8502,2,8,28,0,139.3666667,0.235,-2.46,4,0.99009901,20,0.99009901,27.535608,2.0
794,14PA,0,1,11.8502,2,8,28,0,176.9,0.498333333,-3.883333333,8,0.99009901,20,0.99009901,55.071216,2.639
795,14PA,0,1,11.8502,2,8,28,0,120.0666667,0.183333333,-2.693333333,12,0.99009901,20,0.99009901,82.606824,2.0
796,14PA,0,1,11.8502,2,8,28,0,167.7333333,0.218,-5.593333333,4,0.99009901,40,0.99009901,15.185988,2.0
797,14PA,0,1,11.8502,2,8,28,0,130.9,0.225,-1.499,8,0.99009901,40,0.99009901,30.371976,2.0
798,14PA,0,1,11.8502,2,8,28,0,141.1666667,0.267666667,-1.446,12,0.99009901,40,0.99009901,45.557964,2.0
799,14PA,0,1,11.8502,2,8,28,0,129.2666667,0.165666667,-2.78,4,0.99009901,60,0.99009901,11.069448,2.0
800,14PA,0,1,11.8502,2,8,28,0,116.2666667,0.202,-1.616666667,8,0.99009901,60,0.99009901,22.138896,2.197
801,14PA,0,1,11.8502,2,8,28,0,167.0666667,0.242333333,-0.117666667,12,0.99009901,60,0.99009901,33.208344,2.0
802,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.229,-4.66,4,0.99009901,80,0.99009901,9.011178,2.0
803,14PA,0,1,11.8502,2,8,28,0,146.6,0.229333333,-5.24,8,0.99009901,80,0.99009901,18.022356,2.0
804,14PA,0,1,11.8502,2,8,28,0,153.0,0.251333333,-2.843333333,12,0.99009901,80,0.99009901,27.033534,2.0
805,14PA,0,1,11.8502,2,8,28,0,150.3,0.243666667,-5.36,4,0.99009901,20,1.960784314,27.80238154,2.0
806,14PA,0,1,11.8502,2,8,28,0,136.1333333,0.233666667,-4.023333333,8,0.99009901,20,1.960784314,55.60476309,2.773
807,14PA,0,1,11.8502,2,8,28,0,139.5,0.318333333,-2.783333333,12,0.99009901,20,1.960784314,83.40714463,2.0
808,14PA,0,1,11.8502,2,8,28,0,179.5333333,0.216666667,-1.955666667,4,0.99009901,40,1.960784314,15.33048808,2.0
809,14PA,0,1,11.8502,2,8,28,0,136.8333333,0.254666667,-2.006,8,0.99009901,40,1.960784314,30.66097616,2.398
810,14PA,0,1,11.8502,2,8,28,0,124.5333333,0.238333333,-2.606666667,12,0.99009901,40,1.960784314,45.99146424,2.485
811,14PA,0,1,11.8502,2,8,28,0,147.5,0.220333333,-4.78,4,0.99009901,60,1.960784314,11.17319026,2.0
812,14PA,0,1,11.8502,2,8,28,0,117.8333333,0.217,-2.276666667,8,0.99009901,60,1.960784314,22.34638051,2.197
813,14PA,0,1,11.8502,2,8,28,0,174.4333333,0.279,-0.321666667,12,0.99009901,60,1.960784314,33.51957077,2.0
814,14PA,0,1,11.8502,2,8,28,0,166.5,0.239333333,-5.69,4,0.99009901,80,1.960784314,9.094541347,2.0
815,14PA,0,1,11.8502,2,8,28,0,146.4333333,0.211666667,-3.793333333,8,0.99009901,80,1.960784314,18.18908269,2.0
816,14PA,0,1,11.8502,2,8,28,0,172.0,0.255,-2.906666667,12,0.99009901,80,1.960784314,27.28362404,2.0
817,14PA,0,1,11.8502,2,8,28,0,142.4333333,0.208333333,-5.61,4,0.99009901,20,9.090909091,29.9365699,2.773
818,14PA,0,1,11.8502,2,8,28,0,124.6,0.187666667,-2.116666667,8,0.99009901,20,9.090909091,59.8731398,2.89
819,14PA,0,1,11.8502,2,8,28,0,134.9,0.226333333,-2.88,12,0.99009901,20,9.090909091,89.8097097,2.996
820,14PA,0,1,11.8502,2,8,28,0,170.8666667,0.251666667,-3.836666667,4,0.99009901,40,9.090909091,16.48648871,2.0
821,14PA,0,1,11.8502,2,8,28,0,165.8,0.278666667,-2.166666667,8,0.99009901,40,9.090909091,32.97297743,2.833
822,14PA,0,1,11.8502,2,8,28,0,137.2,0.217666667,-2.34,12,0.99009901,40,9.090909091,49.45946614,2.0
823,14PA,0,1,11.8502,2,8,28,0,140.6333333,0.203333333,-3.42,4,0.99009901,60,9.090909091,12.00312832,2.0
824,14PA,0,1,11.8502,2,8,28,0,123.8333333,0.230333333,-2.623333333,8,0.99009901,60,9.090909091,24.00625663,2.197
825,14PA,0,1,11.8502,2,8,28,0,184.6,0.286333333,-1.114333333,12,0.99009901,60,9.090909091,36.00938495,2.0
826,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.243,-5.173333333,4,0.99009901,80,9.090909091,9.761448119,2.0
827,14PA,0,1,11.8502,2,8,28,0,163.4,0.253333333,-3.976666667,8,0.99009901,80,9.090909091,19.52289624,2.0
828,14PA,0,1,11.8502,2,8,28,0,156.7666667,0.272333333,-1.926666667,12,0.99009901,80,9.090909091,29.28434436,2.0
829,14PA,0,1,11.8502,2,8,28,0,346.0333333,0.224666667,-12.6,4,0.99009901,20,50.0,53.94618891,3.401
